Day fraction since midnight on 11/17/2018	Fluoride Probe (volts)	balance ()	balance2 ()
4:17:44 PM	0.61422712	-999999	714.8
4:17:45 PM	0.61423361	-999999	714.8
4:17:46 PM	0.61423254	-999999	714.8
4:17:47 PM	0.61421996	-999999	714.8
4:17:48 PM	0.61422628	-999999	714.9
4:17:49 PM	0.61423022	-999999	714.8
4:17:50 PM	0.61422074	-999999	714.8
4:17:51 PM	0.61423063	-999999	714.8
4:17:52 PM	0.61424685	-999999	714.8
4:17:53 PM	0.61422348	-999999	714.8
4:17:54 PM	0.61423755	-999999	714.8
4:17:55 PM	0.61422861	-999999	714.7
4:17:56 PM	0.6142301	-999999	714.8
4:17:57 PM	0.6142447	-999999	714.8
4:17:58 PM	0.61423117	-999999	714.8
4:17:59 PM	0.61423719	-999999	714.7
4:18:00 PM	0.61423576	-999999	714.7
4:18:01 PM	0.6142357	-999999	714.8
4:18:02 PM	0.61423039	-999999	714.8
4:18:03 PM	0.6142363	-999999	714.7
4:18:04 PM	0.61423767	-999999	714.7
4:18:05 PM	0.61422545	-999999	714.7
4:18:06 PM	0.61422426	-999999	714.7
4:18:07 PM	0.61423755	-999999	714.7
4:18:08 PM	0.61425018	-999999	714.7
4:18:09 PM	0.61424774	-999999	714.7
4:18:10 PM	0.61423826	-999999	714.7
4:18:11 PM	0.6142326	-999999	714.7
4:18:12 PM	0.61424392	-999999	714.7
4:18:13 PM	0.61424261	-999999	714.7
4:18:14 PM	0.61423475	-999999	714.7
4:18:15 PM	0.61424506	-999999	714.6
4:18:16 PM	0.61425	-999999	714.7
4:18:17 PM	0.61424655	-999999	714.7
4:18:18 PM	0.61423105	-999999	714.6
4:18:19 PM	0.61425257	-999999	714.6
4:18:20 PM	0.61424249	-999999	714.7
4:18:21 PM	0.614232	-999999	714.6
4:18:22 PM	0.61422837	-999999	714.6
4:18:23 PM	0.61423737	-999999	714.6
4:18:24 PM	0.61422986	-999999	714.6
4:18:25 PM	0.61423993	-999999	714.6
4:18:26 PM	0.61424005	-999999	714.6
4:18:27 PM	0.61422944	-999999	714.6
4:18:28 PM	0.61423242	-999999	714.6
4:18:29 PM	0.61424649	-999999	714.6
4:18:30 PM	0.61423051	-999999	714.6
4:18:31 PM	0.61424136	-999999	714.6
4:18:32 PM	0.61423331	-999999	714.6
4:18:33 PM	0.61422634	-999999	714.6
4:18:34 PM	0.61424208	-999999	714.5
4:18:35 PM	0.61424369	-999999	714.5
4:18:36 PM	0.61422634	-999999	714.5
4:18:37 PM	0.61422896	-999999	714.5
4:18:38 PM	0.61424273	-999999	714.5
4:18:39 PM	0.6142323	-999999	714.6
4:18:40 PM	0.61424094	-999999	714.6
4:18:41 PM	0.61426103	-999999	714.5
4:18:42 PM	0.61424041	-999999	714.5
4:18:43 PM	0.61424309	-999999	714.5
4:18:44 PM	0.61424506	-999999	714.5
4:18:45 PM	0.61424142	-999999	714.5
4:18:46 PM	0.61423981	-999999	714.5
4:18:47 PM	0.61424661	-999999	714.5
4:18:48 PM	0.61424541	-999999	714.5
4:18:49 PM	0.61425	-999999	714.5
4:18:50 PM	0.61424744	-999999	714.5
4:18:51 PM	0.61424398	-999999	714.5
4:18:52 PM	0.61425239	-999999	714.5
4:18:53 PM	0.61424875	-999999	714.5
4:18:54 PM	0.61424279	-999999	714.5
4:18:55 PM	0.61424404	-999999	714.5
4:18:56 PM	0.61424673	-999999	714.4
4:18:57 PM	0.6142453	-999999	714.4
4:18:58 PM	0.61423951	-999999	714.4
4:18:59 PM	0.61423194	-999999	714.4
4:19:00 PM	0.61425012	-999999	714.4
4:19:01 PM	0.61424363	-999999	714.4
4:19:02 PM	0.6142543	-999999	714.4
4:19:03 PM	0.61423218	-999999	714.4
4:19:04 PM	0.61425591	-999999	714.4
4:19:05 PM	0.61425066	-999999	714.4
4:19:06 PM	0.6142534	-999999	714.4
4:19:07 PM	0.61423832	-999999	714.4
4:19:08 PM	0.61423367	-999999	714.4
4:19:09 PM	0.61425143	-999999	714.4
4:19:10 PM	0.61425406	-999999	714.4
4:19:11 PM	0.61423802	-999999	714.4
4:19:12 PM	0.61423928	-999999	714.4
4:19:13 PM	0.61425793	-999999	714.3
4:19:14 PM	0.61423087	-999999	714.3
4:19:15 PM	0.61424011	-999999	714.3
4:19:16 PM	0.61425728	-999999	714.3
4:19:17 PM	0.61423743	-999999	714.3
4:19:18 PM	0.61425036	-999999	714.3
4:19:19 PM	0.61425716	-999999	714.3
4:19:20 PM	0.61423808	-999999	714.3
4:19:21 PM	0.6142388	-999999	714.3
4:19:22 PM	0.61424345	-999999	714.3
4:19:23 PM	0.6142593	-999999	714.3
4:19:24 PM	0.6142379	-999999	714.3
4:19:25 PM	0.61425471	-999999	714.3
4:19:26 PM	0.61424744	-999999	714.2
4:19:27 PM	0.61424416	-999999	714.3
4:19:28 PM	0.61424756	-999999	714.3
4:19:29 PM	0.61424279	-999999	714.2
4:19:30 PM	0.6142422	-999999	714.2
4:19:31 PM	0.61424625	-999999	714.3
4:19:32 PM	0.61423671	-999999	714.3
4:19:33 PM	0.61424518	-999999	714.2
4:19:34 PM	0.61425161	-999999	714.2
4:19:35 PM	0.61424756	-999999	714.2
4:19:36 PM	0.6142444	-999999	714.2
4:19:37 PM	0.61424112	-999999	714.2
4:19:38 PM	0.61424226	-999999	714.2
4:19:39 PM	0.61425042	-999999	714.2
4:19:40 PM	0.6142565	-999999	714.2
4:19:41 PM	0.61424404	-999999	714.2
4:19:42 PM	0.61423635	-999999	714.1
4:19:43 PM	0.61423439	-999999	714.2
4:19:44 PM	0.61424726	-999999	714.2
4:19:45 PM	0.61425102	-999999	714.1
4:19:46 PM	0.61424041	-999999	714.1
4:19:47 PM	0.61423486	-999999	714.1
4:19:48 PM	0.61423188	-999999	714.2
4:19:49 PM	0.61424786	-999999	714.1
4:19:50 PM	0.61424255	-999999	714.1
4:19:51 PM	0.61424226	-999999	714.1
4:19:52 PM	0.61424142	-999999	714.1
4:19:53 PM	0.61424333	-999999	714.1
4:19:54 PM	0.61423802	-999999	714.1
4:19:55 PM	0.61423957	-999999	714.1
4:19:56 PM	0.61425561	-999999	714.1
4:19:57 PM	0.61424148	-999999	714.1
4:19:58 PM	0.61423802	-999999	714.1
4:19:59 PM	0.61425012	-999999	714.1
4:20:00 PM	0.61425227	-999999	714
4:20:01 PM	0.6142531	-999999	714
4:20:02 PM	0.61424333	-999999	714
4:20:03 PM	0.61424428	-999999	714
4:20:04 PM	0.6142531	-999999	714
4:20:05 PM	0.61426306	-999999	714
4:20:06 PM	0.61423588	-999999	714
4:20:07 PM	0.61424601	-999999	714
4:20:08 PM	0.61425525	-999999	713.9
4:20:09 PM	0.61423951	-999999	714
4:20:10 PM	0.61424899	-999999	714
4:20:11 PM	0.61424989	-999999	714
4:20:12 PM	0.61424422	-999999	713.9
4:20:13 PM	0.61424059	-999999	714
4:20:14 PM	0.61425418	-999999	713.9
4:20:15 PM	0.61424881	-999999	714
4:20:16 PM	0.61424506	-999999	713.9
4:20:17 PM	0.61425203	-999999	713.9
4:20:18 PM	0.61425406	-999999	713.9
4:20:19 PM	0.61425513	-999999	713.9
4:20:20 PM	0.61423564	-999999	713.9
4:20:21 PM	0.61424136	-999999	713.9
4:20:22 PM	0.61424214	-999999	713.9
4:20:23 PM	0.61424166	-999999	713.9
4:20:24 PM	0.61424005	-999999	713.9
4:20:25 PM	0.61425614	-999999	713.9
4:20:26 PM	0.61425638	-999999	713.9
4:20:27 PM	0.6142565	-999999	713.9
4:20:28 PM	0.61425519	-999999	713.9
4:20:29 PM	0.61425686	-999999	713.9
4:20:30 PM	0.61426198	-999999	713.9
4:20:31 PM	0.6142543	-999999	713.9
4:20:32 PM	0.61426824	-999999	713.8
4:20:33 PM	0.61425304	-999999	713.8
4:20:34 PM	0.61425382	-999999	713.8
4:20:35 PM	0.61426514	-999999	713.8
4:20:36 PM	0.61424917	-999999	713.8
4:20:37 PM	0.61427069	-999999	713.8
4:20:38 PM	0.61425215	-999999	713.8
4:20:39 PM	0.61427426	-999999	713.8
4:20:40 PM	0.61426681	-999999	713.8
4:20:41 PM	0.61425686	-999999	713.8
4:20:42 PM	0.61425626	-999999	713.8
4:20:43 PM	0.61426282	-999999	713.8
4:20:44 PM	0.61426568	-999999	713.7
4:20:45 PM	0.61426663	-999999	713.8
4:20:46 PM	0.61424929	-999999	713.8
4:20:47 PM	0.61427271	-999999	713.7
4:20:48 PM	0.61424458	-999999	713.7
4:20:49 PM	0.61425763	-999999	713.7
4:20:50 PM	0.61426377	-999999	713.8
4:20:51 PM	0.61426109	-999999	713.7
4:20:52 PM	0.61424887	-999999	713.7
4:20:53 PM	0.61427104	-999999	713.7
4:20:54 PM	0.61427122	-999999	713.7
4:20:55 PM	0.6142621	-999999	713.7
4:20:56 PM	0.61426735	-999999	713.7
4:20:57 PM	0.61425418	-999999	713.7
4:20:58 PM	0.61426044	-999999	713.7
4:20:59 PM	0.61426395	-999999	713.7
4:21:00 PM	0.61426824	-999999	713.7
4:21:01 PM	0.61427522	-999999	713.7
4:21:02 PM	0.61424637	-999999	713.6
4:21:03 PM	0.61425179	-999999	713.6
4:21:04 PM	0.61426425	-999999	713.6
4:21:05 PM	0.61425525	-999999	713.6
4:21:06 PM	0.6142695	-999999	713.6
4:21:07 PM	0.61426312	-999999	713.6
4:21:08 PM	0.61425489	-999999	713.6
4:21:09 PM	0.61426902	-999999	713.6
4:21:10 PM	0.6142444	-999999	713.6
4:21:11 PM	0.61426961	-999999	713.6
4:21:12 PM	0.61427385	-999999	713.5
4:21:13 PM	0.61427426	-999999	713.5
4:21:14 PM	0.61427933	-999999	713.6
4:21:15 PM	0.61427015	-999999	713.6
4:21:16 PM	0.6142683	-999999	713.6
4:21:17 PM	0.61426741	-999999	713.5
4:21:18 PM	0.61428493	-999999	713.5
4:21:19 PM	0.61428714	-999999	713.5
4:21:20 PM	0.61427438	-999999	713.5
4:21:21 PM	0.61428964	-999999	713.5
4:21:22 PM	0.61427402	-999999	713.6
4:21:23 PM	0.61427605	-999999	713.5
4:21:24 PM	0.61426216	-999999	713.5
4:21:25 PM	0.614263	-999999	713.5
4:21:26 PM	0.61428171	-999999	713.5
4:21:27 PM	0.61426044	-999999	713.5
4:21:28 PM	0.61427397	-999999	713.5
4:21:29 PM	0.61426979	-999999	713.5
4:21:30 PM	0.61427313	-999999	713.5
4:21:31 PM	0.61425412	-999999	713.5
4:21:32 PM	0.61425436	-999999	713.5
4:21:33 PM	0.61426246	-999999	713.5
4:21:34 PM	0.61427969	-999999	713.4
4:21:35 PM	0.61426145	-999999	713.4
4:21:36 PM	0.61426997	-999999	713.4
4:21:37 PM	0.61427104	-999999	713.5
4:21:38 PM	0.61427844	-999999	713.4
4:21:39 PM	0.61425418	-999999	713.4
4:21:40 PM	0.61426854	-999999	713.5
4:21:41 PM	0.61428195	-999999	713.5
4:21:42 PM	0.61427015	-999999	713.4
4:21:43 PM	0.61426908	-999999	713.4
4:21:44 PM	0.61427826	-999999	713.4
4:21:45 PM	0.6142903	-999999	713.4
4:21:46 PM	0.61427718	-999999	713.4
4:21:47 PM	0.61426646	-999999	713.4
4:21:48 PM	0.6142844	-999999	713.4
4:21:49 PM	0.6142928	-999999	713.4
4:21:50 PM	0.6142717	-999999	713.3
4:21:51 PM	0.61427104	-999999	713.4
4:21:52 PM	0.61426669	-999999	713.4
4:21:53 PM	0.61426795	-999999	713.4
4:21:54 PM	0.61427814	-999999	713.4
4:21:55 PM	0.61427444	-999999	713.4
4:21:56 PM	0.61427981	-999999	713.3
4:21:57 PM	0.61428136	-999999	713.3
4:21:58 PM	0.61428493	-999999	713.3
4:21:59 PM	0.61425662	-999999	713.3
4:22:00 PM	0.61429024	-999999	713.3
4:22:01 PM	0.6142779	-999999	713.3
4:22:02 PM	0.61427563	-999999	713.3
4:22:03 PM	0.61428201	-999999	713.3
4:22:04 PM	0.61428154	-999999	713.3
4:22:05 PM	0.61426973	-999999	713.3
4:22:06 PM	0.61429596	-999999	713.3
4:22:07 PM	0.61428368	-999999	713.3
4:22:08 PM	0.61426878	-999999	713.2
4:22:09 PM	0.61428994	-999999	713.2
4:22:10 PM	0.6143015	-999999	713.2
4:22:11 PM	0.61428404	-999999	713.3
4:22:12 PM	0.61429238	-999999	713.2
4:22:13 PM	0.61427349	-999999	713.2
4:22:14 PM	0.61429608	-999999	713.2
4:22:15 PM	0.61427993	-999999	713.2
4:22:16 PM	0.61429363	-999999	713.2
4:22:17 PM	0.61427873	-999999	713.2
4:22:18 PM	0.61427945	-999999	713.2
4:22:19 PM	0.61428624	-999999	713.2
4:22:20 PM	0.6142891	-999999	713.2
4:22:21 PM	0.61429256	-999999	713.2
4:22:22 PM	0.61431092	-999999	713.2
4:22:23 PM	0.61429	-999999	713.2
4:22:24 PM	0.61428112	-999999	713.2
4:22:25 PM	0.61427712	-999999	713.2
4:22:26 PM	0.61427659	-999999	713.1
4:22:27 PM	0.61428761	-999999	713.1
4:22:28 PM	0.61429375	-999999	713.2
4:22:29 PM	0.61429644	-999999	713.1
4:22:30 PM	0.61430353	-999999	713.1
4:22:31 PM	0.61429691	-999999	713.1
4:22:32 PM	0.61430836	-999999	713.1
4:22:33 PM	0.61429077	-999999	713.1
4:22:34 PM	0.61429203	-999999	713.1
4:22:35 PM	0.61429834	-999999	713.1
4:22:36 PM	0.61429662	-999999	713.1
4:22:37 PM	0.61429244	-999999	713.1
4:22:38 PM	0.61429554	-999999	713.1
4:22:39 PM	0.61429626	-999999	713.1
4:22:40 PM	0.61430711	-999999	713.1
4:22:41 PM	0.61429048	-999999	713.1
4:22:42 PM	0.61430126	-999999	713.1
4:22:43 PM	0.61430115	-999999	713.1
4:22:44 PM	0.61429513	-999999	713.1
4:22:45 PM	0.61430323	-999999	713.1
4:22:46 PM	0.61428493	-999999	713.1
4:22:47 PM	0.61428952	-999999	713.1
4:22:48 PM	0.61430138	-999999	713
4:22:49 PM	0.6143018	-999999	713
4:22:50 PM	0.61429363	-999999	713
4:22:51 PM	0.61429834	-999999	713
4:22:52 PM	0.61429834	-999999	713
4:22:53 PM	0.61431533	-999999	713
4:22:54 PM	0.61430717	-999999	713
4:22:55 PM	0.61430383	-999999	713
4:22:56 PM	0.6142956	-999999	713
4:22:57 PM	0.61429763	-999999	713
4:22:58 PM	0.6143077	-999999	713
4:22:59 PM	0.61431265	-999999	713
4:23:00 PM	0.61430877	-999999	713
4:23:01 PM	0.61430103	-999999	713
4:23:02 PM	0.61431724	-999999	713
4:23:03 PM	0.61430573	-999999	713
4:23:04 PM	0.61431521	-999999	712.9
4:23:05 PM	0.61430937	-999999	712.9
4:23:06 PM	0.61431152	-999999	712.9
4:23:07 PM	0.61431092	-999999	712.9
4:23:08 PM	0.61430728	-999999	712.9
4:23:09 PM	0.61431885	-999999	712.9
4:23:10 PM	0.61430806	-999999	712.9
4:23:11 PM	0.61430997	-999999	712.9
4:23:12 PM	0.61431819	-999999	712.9
4:23:13 PM	0.61432093	-999999	712.8
4:23:14 PM	0.61431503	-999999	712.9
4:23:15 PM	0.61430663	-999999	712.9
4:23:16 PM	0.61430287	-999999	712.8
4:23:17 PM	0.61431372	-999999	712.8
4:23:18 PM	0.61431611	-999999	712.9
4:23:19 PM	0.61430329	-999999	712.8
4:23:20 PM	0.61433494	-999999	712.8
4:23:21 PM	0.61432862	-999999	712.8
4:23:22 PM	0.61431628	-999999	712.8
4:23:23 PM	0.61431527	-999999	712.8
4:23:24 PM	0.61432862	-999999	712.8
4:23:25 PM	0.61432219	-999999	712.8
4:23:26 PM	0.61432618	-999999	712.7
4:23:27 PM	0.61431038	-999999	712.7
4:23:28 PM	0.61431926	-999999	712.7
4:23:29 PM	0.6143173	-999999	712.8
4:23:30 PM	0.61432475	-999999	712.8
4:23:31 PM	0.61433351	-999999	712.7
4:23:32 PM	0.61432034	-999999	712.7
4:23:33 PM	0.61432916	-999999	712.7
4:23:34 PM	0.61434144	-999999	712.7
4:23:35 PM	0.61433506	-999999	712.7
4:23:36 PM	0.61434519	-999999	712.7
4:23:37 PM	0.61431485	-999999	712.7
4:23:38 PM	0.61432695	-999999	712.7
4:23:39 PM	0.61432445	-999999	712.7
4:23:40 PM	0.61433524	-999999	712.7
4:23:41 PM	0.61434436	-999999	712.7
4:23:42 PM	0.61432785	-999999	712.7
4:23:43 PM	0.61434931	-999999	712.7
4:23:44 PM	0.61433071	-999999	712.6
4:23:45 PM	0.61432362	-999999	712.6
4:23:46 PM	0.61432582	-999999	712.7
4:23:47 PM	0.61432946	-999999	712.7
4:23:48 PM	0.61432421	-999999	712.7
4:23:49 PM	0.61434126	-999999	712.7
4:23:50 PM	0.61433703	-999999	712.6
4:23:51 PM	0.61432827	-999999	712.6
4:23:52 PM	0.61434102	-999999	712.6
4:23:53 PM	0.6143375	-999999	712.6
4:23:54 PM	0.61431336	-999999	712.6
4:23:55 PM	0.61432886	-999999	712.6
4:23:56 PM	0.61433017	-999999	712.6
4:23:57 PM	0.61433816	-999999	712.6
4:23:58 PM	0.61434561	-999999	712.6
4:23:59 PM	0.61432439	-999999	712.6
4:24:00 PM	0.61433434	-999999	712.6
4:24:01 PM	0.61433679	-999999	712.5
4:24:02 PM	0.61433917	-999999	712.5
4:24:03 PM	0.61434758	-999999	712.5
4:24:04 PM	0.61433798	-999999	712.5
4:24:05 PM	0.61432534	-999999	712.5
4:24:06 PM	0.61433464	-999999	712.5
4:24:07 PM	0.61432701	-999999	712.6
4:24:08 PM	0.61434501	-999999	712.6
4:24:09 PM	0.61434078	-999999	712.5
4:24:10 PM	0.61433709	-999999	712.5
4:24:11 PM	0.61434507	-999999	712.5
4:24:12 PM	0.61435694	-999999	712.5
4:24:13 PM	0.6143567	-999999	712.5
4:24:14 PM	0.61434782	-999999	712.5
4:24:15 PM	0.61434579	-999999	712.5
4:24:16 PM	0.61433756	-999999	712.5
4:24:17 PM	0.61434901	-999999	712.5
4:24:18 PM	0.61433691	-999999	712.5
4:24:19 PM	0.61435771	-999999	712.5
4:24:20 PM	0.61434305	-999999	712.4
4:24:21 PM	0.61436331	-999999	712.4
4:24:22 PM	0.614362	-999999	712.4
4:24:23 PM	0.61433828	-999999	712.4
4:24:24 PM	0.61436284	-999999	712.4
4:24:25 PM	0.61436129	-999999	712.4
4:24:26 PM	0.6143561	-999999	712.4
4:24:27 PM	0.61435544	-999999	712.4
4:24:28 PM	0.6143586	-999999	712.4
4:24:29 PM	0.61436468	-999999	712.3
4:24:30 PM	0.6143558	-999999	712.3
4:24:31 PM	0.61436659	-999999	712.4
4:24:32 PM	0.61435729	-999999	712.4
4:24:33 PM	0.61436439	-999999	712.3
4:24:34 PM	0.61435854	-999999	712.3
4:24:35 PM	0.61437458	-999999	712.3
4:24:36 PM	0.61435252	-999999	712.4
4:24:37 PM	0.61436182	-999999	712.3
4:24:38 PM	0.61436278	-999999	712.3
4:24:39 PM	0.61436272	-999999	712.3
4:24:40 PM	0.61437649	-999999	712.3
4:24:41 PM	0.61435175	-999999	712.3
4:24:42 PM	0.61436391	-999999	712.3
4:24:43 PM	0.61435872	-999999	712.3
4:24:44 PM	0.61438423	-999999	712.3
4:24:45 PM	0.61435276	-999999	712.3
4:24:46 PM	0.61435264	-999999	712.2
4:24:47 PM	0.6143645	-999999	712.3
4:24:48 PM	0.61437368	-999999	712.2
4:24:49 PM	0.61436647	-999999	712.2
4:24:50 PM	0.61437547	-999999	712.2
4:24:51 PM	0.6143533	-999999	712.2
4:24:52 PM	0.61435467	-999999	712.2
4:24:53 PM	0.6143651	-999999	712.3
4:24:54 PM	0.61435312	-999999	712.2
4:24:55 PM	0.61437452	-999999	712.2
4:24:56 PM	0.6143803	-999999	712.2
4:24:57 PM	0.61434907	-999999	712.2
4:24:58 PM	0.61434317	-999999	712.2
4:24:59 PM	0.61437261	-999999	712.2
4:25:00 PM	0.6143741	-999999	712.2
4:25:01 PM	0.61434776	-999999	712.2
4:25:02 PM	0.61437315	-999999	712.2
4:25:03 PM	0.61437941	-999999	712.2
4:25:04 PM	0.61436129	-999999	712.2
4:25:05 PM	0.61437684	-999999	712.2
4:25:06 PM	0.61437607	-999999	712.2
4:25:07 PM	0.61436886	-999999	712.2
4:25:08 PM	0.61440104	-999999	712.2
4:25:09 PM	0.61438227	-999999	712.2
4:25:10 PM	0.61436355	-999999	712.1
4:25:11 PM	0.61438704	-999999	712.1
4:25:12 PM	0.61436844	-999999	712.1
4:25:13 PM	0.61438	-999999	712.1
4:25:14 PM	0.61438078	-999999	712.1
4:25:15 PM	0.61437261	-999999	712.1
4:25:16 PM	0.61438149	-999999	712.1
4:25:17 PM	0.61437786	-999999	712.1
4:25:18 PM	0.61437446	-999999	712.1
4:25:19 PM	0.61438739	-999999	712.1
4:25:20 PM	0.61437768	-999999	712.1
4:25:21 PM	0.61437005	-999999	712.1
4:25:22 PM	0.61439157	-999999	712.1
4:25:23 PM	0.61439788	-999999	712.1
4:25:24 PM	0.61438298	-999999	712.1
4:25:25 PM	0.61439693	-999999	712.1
4:25:26 PM	0.61439991	-999999	712
4:25:27 PM	0.61438441	-999999	712
4:25:28 PM	0.61438298	-999999	712.1
4:25:29 PM	0.61440241	-999999	712
4:25:30 PM	0.61438483	-999999	712
4:25:31 PM	0.61439788	-999999	712
4:25:32 PM	0.6143856	-999999	712
4:25:33 PM	0.61439681	-999999	712
4:25:34 PM	0.61440885	-999999	712
4:25:35 PM	0.61439788	-999999	712
4:25:36 PM	0.61438876	-999999	712
4:25:37 PM	0.61439341	-999999	712
4:25:38 PM	0.61438686	-999999	712
4:25:39 PM	0.61439347	-999999	712
4:25:40 PM	0.61438918	-999999	711.9
4:25:41 PM	0.61439133	-999999	712
4:25:42 PM	0.61439508	-999999	711.9
4:25:43 PM	0.61438447	-999999	711.9
4:25:44 PM	0.61439049	-999999	711.9
4:25:45 PM	0.61439329	-999999	711.9
4:25:46 PM	0.61439037	-999999	711.9
4:25:47 PM	0.61438936	-999999	711.9
4:25:48 PM	0.61439133	-999999	711.9
4:25:49 PM	0.61438954	-999999	711.9
4:25:50 PM	0.61441296	-999999	711.9
4:25:51 PM	0.61439276	-999999	711.9
4:25:52 PM	0.61438459	-999999	711.9
4:25:53 PM	0.61439157	-999999	711.9
4:25:54 PM	0.61440545	-999999	711.9
4:25:55 PM	0.61438817	-999999	711.9
4:25:56 PM	0.6143896	-999999	711.9
4:25:57 PM	0.61439276	-999999	711.9
4:25:58 PM	0.61439306	-999999	711.8
4:25:59 PM	0.61441511	-999999	711.8
4:26:00 PM	0.61439645	-999999	711.8
4:26:01 PM	0.61440706	-999999	711.8
4:26:02 PM	0.61439377	-999999	711.8
4:26:03 PM	0.61440867	-999999	711.8
4:26:04 PM	0.61439419	-999999	711.8
4:26:05 PM	0.61439782	-999999	711.8
4:26:06 PM	0.61440265	-999999	711.8
4:26:07 PM	0.61439353	-999999	711.8
4:26:08 PM	0.61439425	-999999	711.8
4:26:09 PM	0.61439872	-999999	711.8
4:26:10 PM	0.61441571	-999999	711.8
4:26:11 PM	0.61440241	-999999	711.8
4:26:12 PM	0.61441177	-999999	711.8
4:26:13 PM	0.61440706	-999999	711.8
4:26:14 PM	0.61440933	-999999	711.7
4:26:15 PM	0.61440408	-999999	711.7
4:26:16 PM	0.61441207	-999999	711.8
4:26:17 PM	0.61439681	-999999	711.8
4:26:18 PM	0.61439282	-999999	711.7
4:26:19 PM	0.61440283	-999999	711.7
4:26:20 PM	0.61440843	-999999	711.7
4:26:21 PM	0.61438537	-999999	711.7
4:26:22 PM	0.61440301	-999999	711.7
4:26:23 PM	0.61442327	-999999	711.7
4:26:24 PM	0.61440313	-999999	711.7
4:26:25 PM	0.61441374	-999999	711.7
4:26:26 PM	0.61440241	-999999	711.7
4:26:27 PM	0.61441183	-999999	711.7
4:26:28 PM	0.61440998	-999999	711.7
4:26:29 PM	0.61440516	-999999	711.6
4:26:30 PM	0.61441505	-999999	711.6
4:26:31 PM	0.61440724	-999999	711.6
4:26:32 PM	0.61441666	-999999	711.6
4:26:33 PM	0.6144011	-999999	711.6
4:26:34 PM	0.61442292	-999999	711.6
4:26:35 PM	0.61439937	-999999	711.6
4:26:36 PM	0.61440808	-999999	711.6
4:26:37 PM	0.61442143	-999999	711.6
4:26:38 PM	0.61442667	-999999	711.6
4:26:39 PM	0.61442727	-999999	711.6
4:26:40 PM	0.6144166	-999999	711.6
4:26:41 PM	0.6144163	-999999	711.6
4:26:42 PM	0.61444509	-999999	711.6
4:26:43 PM	0.61442125	-999999	711.6
4:26:44 PM	0.61440742	-999999	711.6
4:26:45 PM	0.61443108	-999999	711.6
4:26:46 PM	0.61442161	-999999	711.6
4:26:47 PM	0.61443043	-999999	711.6
4:26:48 PM	0.61441237	-999999	711.5
4:26:49 PM	0.61443031	-999999	711.5
4:26:50 PM	0.61442471	-999999	711.5
4:26:51 PM	0.61443216	-999999	711.5
4:26:52 PM	0.61442953	-999999	711.5
4:26:53 PM	0.61443073	-999999	711.5
4:26:54 PM	0.61441243	-999999	711.5
4:26:55 PM	0.61441821	-999999	711.5
4:26:56 PM	0.6144315	-999999	711.5
4:26:57 PM	0.61443615	-999999	711.5
4:26:58 PM	0.61442959	-999999	711.5
4:26:59 PM	0.61442637	-999999	711.5
4:27:00 PM	0.61442918	-999999	711.5
4:27:01 PM	0.61443484	-999999	711.4
4:27:02 PM	0.61443931	-999999	711.5
4:27:03 PM	0.61444789	-999999	711.5
4:27:04 PM	0.61442345	-999999	711.5
4:27:05 PM	0.61443967	-999999	711.4
4:27:06 PM	0.61441559	-999999	711.5
4:27:07 PM	0.61443239	-999999	711.5
4:27:08 PM	0.61442828	-999999	711.4
4:27:09 PM	0.61443895	-999999	711.4
4:27:10 PM	0.61443037	-999999	711.4
4:27:11 PM	0.61442423	-999999	711.4
4:27:12 PM	0.61442369	-999999	711.4
4:27:13 PM	0.61445582	-999999	711.4
4:27:14 PM	0.61444026	-999999	711.4
4:27:15 PM	0.61443251	-999999	711.4
4:27:16 PM	0.61445516	-999999	711.4
4:27:17 PM	0.61443746	-999999	711.4
4:27:18 PM	0.61444241	-999999	711.4
4:27:19 PM	0.61442953	-999999	711.3
4:27:20 PM	0.61443239	-999999	711.3
4:27:21 PM	0.61444336	-999999	711.3
4:27:22 PM	0.61442882	-999999	711.3
4:27:23 PM	0.61444438	-999999	711.3
4:27:24 PM	0.61442971	-999999	711.3
4:27:25 PM	0.61443579	-999999	711.3
4:27:26 PM	0.61444503	-999999	711.3
4:27:27 PM	0.61444712	-999999	711.3
4:27:28 PM	0.61444271	-999999	711.3
4:27:29 PM	0.61444676	-999999	711.3
4:27:30 PM	0.61443311	-999999	711.3
4:27:31 PM	0.61445034	-999999	711.3
4:27:32 PM	0.61444122	-999999	711.3
4:27:33 PM	0.61444062	-999999	711.2
4:27:34 PM	0.61444145	-999999	711.3
4:27:35 PM	0.6144473	-999999	711.3
4:27:36 PM	0.61442339	-999999	711.2
4:27:37 PM	0.61443681	-999999	711.2
4:27:38 PM	0.61444736	-999999	711.2
4:27:39 PM	0.6144501	-999999	711.2
4:27:40 PM	0.61445236	-999999	711.2
4:27:41 PM	0.61444247	-999999	711.2
4:27:42 PM	0.61444938	-999999	711.2
4:27:43 PM	0.614443	-999999	711.1
4:27:44 PM	0.61445075	-999999	711.2
4:27:45 PM	0.61444867	-999999	711.3
4:27:46 PM	0.61445868	-999999	710.1
4:27:47 PM	0.61444283	-999999	714.4
4:27:48 PM	0.61444622	-999999	708.8
4:27:49 PM	0.61445087	-999999	710.9
4:27:50 PM	0.6144284	-999999	710.6
4:27:51 PM	0.61443931	-999999	710.7
4:27:52 PM	0.61445844	-999999	710.6
4:27:53 PM	0.61444455	-999999	710.6
